CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score
144008.0,50,12,11938.0,2,4,4
144009.0,42,3,2216.0,2,3,3
144012.0,52,2,2040.0,1,2,3
144013.0,90,1,958.0,1,1,2
144014.0,55,1,496.0,1,1,1
144021.0,8,2,1540.0,3,2,2
144022.0,3,27,27918.0,4,4,4
144023.0,55,1,788.0,1,1,1
144024.0,41,2,822.0,2,2,2
144026.0,13,3,2957.0,3,3,3
144030.0,9,1,1447.0,3,1,2
144031.0,54,1,435.0,1,1,1
144032.0,36,2,1035.0,2,2,2
144039.0,26,1,852.0,2,1,2
144040.0,9,10,6404.0,3,4,4
144043.0,75,1,599.0,1,1,1
144101.0,57,1,832.0,1,1,2
144102.0,18,7,7867.0,3,3,4
144106.0,67,2,1159.0,1,2,2
144201.0,14,1,475.0,3,1,1
144204.0,14,3,1551.0,3,3,2
144205.0,11,7,4126.0,3,3,3
144207.0,42,1,1099.0,2,1,2
144211.0,24,4,3658.0,2,3,3
144216.0,21,2,1249.0,2,2,2
144221.0,53,2,1841.0,1,2,2
144301.0,55,1,562.0,1,1,1
144302.0,69,1,1565.0,1,1,2
144305.0,4,1,458.0,4,1,1
144401.0,4,13,8461.0,4,4,4
144402.0,23,2,1345.0,2,2,2
144405.0,24,11,8383.0,2,4,4
144407.0,73,2,6312.0,1,2,4
144409.0,85,1,646.0,1,1,1
144410.0,41,5,3557.0,2,3,3
144411.0,80,1,1149.0,1,1,2
144416.0,52,1,545.0,1,1,1
144418.0,81,2,1198.0,1,2,2
144505.0,33,1,459.0,2,1,1
144507.0,36,1,471.0,2,1,1
144513.0,50,1,825.0,2,1,2
144514.0,15,7,4321.0,3,3,3
144517.0,30,1,545.0,2,1,1
144521.0,75,4,1600.0,1,3,2
144522.0,89,1,1166.0,1,1,2
144523.0,32,1,590.0,2,1,1
144524.0,34,1,629.0,2,1,1
144527.0,30,6,4189.0,2,3,3
144529.0,66,1,696.0,1,1,1
144532.0,71,1,442.0,1,1,1
144601.0,7,10,6937.0,3,4,4
144602.0,30,3,1571.0,2,3,2
144621.0,31,4,5293.0,2,3,3
144626.0,3,3,1961.0,4,3,3
144628.0,9,1,460.0,3,1,1
144629.0,2,1,599.0,4,1,1
144630.0,23,2,2512.0,2,2,3
144701.0,43,1,591.0,2,1,1
144702.0,12,2,871.0,3,2,2
144801.0,22,1,376.0,2,1,1
144819.0,6,1,1360.0,4,1,2
145001.0,2,38,31813.0,4,4,4
145023.0,8,5,4971.0,3,3,3
145024.0,30,2,1114.0,2,2,2
145025.0,46,2,1435.0,2,2,2
145026.0,80,1,969.0,1,1,2
145101.0,76,2,1599.0,1,2,2
146001.0,3,17,10196.0,4,4,4
146105.0,1,1,1399.0,4,1,2
146107.0,35,1,399.0,2,1,1
146111.0,81,1,567.0,1,1,1
146113.0,88,1,328.0,1,1,1
147001.0,16,66,42773.0,3,4,4
147002.0,13,16,12735.0,3,4,4
147003.0,59,4,1937.0,1,3,2
147004.0,78,1,751.0,1,1,1
147006.0,73,3,2370.0,1,3,3
147101.0,7,2,1766.0,3,2,2
147103.0,41,2,677.0,2,2,1
147105.0,82,1,744.0,1,1,1
147201.0,9,6,4648.0,3,3,3
147301.0,15,4,3311.0,3,3,3
148001.0,4,11,9504.0,4,4,4
148023.0,15,4,3016.0,3,3,3
148028.0,10,5,3959.0,3,3,3
148031.0,58,1,801.0,1,1,1
148035.0,80,1,682.0,1,1,1
148101.0,5,5,3889.0,4,3,3
148109.0,61,1,568.0,1,1,1
151001.0,4,45,32836.0,4,4,4
151004.0,34,3,2097.0,2,3,3
151005.0,84,1,788.0,1,1,1
151102.0,23,1,648.0,2,1,1
151103.0,7,4,2636.0,3,3,3
151201.0,5,2,1300.0,4,2,2
151202.0,57,1,357.0,1,1,1
151203.0,11,7,4800.0,3,3,3
151204.0,16,2,1539.0,3,2,2
151208.0,38,2,1136.0,2,2,2
151212.0,30,1,764.0,2,1,1
151301.0,39,5,2424.0,2,3,3
151302.0,34,2,2071.0,2,2,3
151502.0,14,1,533.0,3,1,1
151505.0,81,1,1186.0,1,1,2
152001.0,34,6,3694.0,2,3,3
152002.0,15,8,5682.0,3,3,3
152003.0,18,1,457.0,3,1,1
152004.0,31,1,825.0,2,1,2
152021.0,52,2,1624.0,1,2,2
152022.0,4,2,1038.0,4,2,2
152024.0,71,1,715.0,1,1,1
152026.0,22,3,2057.0,2,3,3
152107.0,2,5,3165.0,4,3,3
152113.0,54,1,471.0,1,1,1
152116.0,13,7,5185.0,3,3,3
152123.0,45,3,2894.0,2,3,3
160001.0,47,2,1631.0,2,2,2
160002.0,7,12,8576.0,3,4,4
160003.0,21,3,2224.0,2,3,3
160004.0,69,1,399.0,1,1,1
160008.0,41,2,1170.0,2,2,2
160009.0,14,5,3613.0,3,3,3
160011.0,11,5,3013.0,3,3,3
160012.0,20,2,1514.0,3,2,2
160014.0,20,9,4658.0,3,4,3
160015.0,6,8,7173.0,4,3,4
160016.0,54,3,1910.0,1,3,2
160017.0,25,2,1724.0,2,2,2
160018.0,4,4,2737.0,4,3,3
160019.0,2,11,7282.0,4,4,4
160020.0,3,9,6619.0,4,4,4
160022.0,1,32,23844.0,4,4,4
160023.0,9,13,8752.0,3,4,4
160030.0,32,11,7916.0,2,4,4
160035.0,80,1,399.0,1,1,1
160036.0,4,58,42598.0,4,4,4
160043.0,35,3,2185.0,2,3,3
160047.0,6,63,47873.0,4,4,4
160054.0,44,1,301.0,2,1,1
160055.0,6,31,22087.0,4,4,4
160059.0,8,18,12660.0,3,4,4
160061.0,30,2,1893.0,2,2,2
160062.0,7,46,34604.0,3,4,4
160063.0,38,2,1561.0,2,2,2
160064.0,51,2,1495.0,2,2,2
160065.0,9,1,771.0,3,1,1
160066.0,56,1,422.0,1,1,1
160071.0,4,25,20839.0,4,4,4
160101.0,1,18,11017.0,4,4,4
160103.0,10,12,8184.0,3,4,4
160104.0,2,23,17456.0,4,4,4
171001.0,2,15,10990.0,4,4,4
171002.0,5,8,5930.0,4,3,3
171003.0,14,8,6885.0,3,3,4
171004.0,16,11,8258.0,3,4,4
171005.0,4,23,19351.0,4,4,4
171006.0,11,13,10637.0,3,4,4
171007.0,19,1,525.0,3,1,1
171009.0,7,33,30282.0,3,4,4
171010.0,65,1,654.0,1,1,1
171011.0,47,5,3798.0,2,3,3
171012.0,54,2,1917.0,1,2,2
171013.0,2,4,2936.0,4,3,3
171102.0,34,5,3318.0,2,3,3
171206.0,12,2,2150.0,3,2,3
171207.0,15,2,1112.0,3,2,2
171209.0,54,4,2467.0,1,3,3
171218.0,56,1,597.0,1,1,1
171219.0,7,2,1594.0,3,2,2
171222.0,82,1,574.0,1,1,1
171301.0,62,1,725.0,1,1,1
172001.0,8,12,10664.0,3,4,4
172002.0,68,1,969.0,1,1,2
172023.0,61,1,399.0,1,1,1
172026.0,75,1,249.0,1,1,1
172030.0,81,1,788.0,1,1,1
172031.0,63,1,560.0,1,1,1
172033.0,7,1,471.0,3,1,1
172107.0,16,2,1298.0,3,2,2
172201.0,65,1,368.0,1,1,1
173001.0,4,19,16814.0,4,4,4
173021.0,75,1,563.0,1,1,1
173025.0,19,15,10596.0,3,4,4
173030.0,79,1,357.0,1,1,1
173101.0,83,1,368.0,1,1,1
173202.0,50,2,1751.0,2,2,2
173204.0,40,1,666.0,2,1,1
173205.0,10,9,5739.0,3,4,3
173208.0,12,1,1115.0,3,1,2
173209.0,50,2,924.0,2,2,2
173211.0,62,3,1943.0,1,3,3
173212.0,3,24,18384.0,4,4,4
173213.0,8,2,1545.0,3,2,2
173214.0,33,2,2712.0,2,2,3
173220.0,2,3,2205.0,4,3,3
173221.0,26,1,1199.0,2,1,2
173223.0,22,2,991.0,2,2,2
173229.0,85,1,1173.0,1,1,2
173230.0,31,2,1492.0,2,2,2
173234.0,60,2,1708.0,1,2,2
174001.0,12,7,6020.0,3,3,3
174002.0,79,1,487.0,1,1,1
174013.0,55,1,832.0,1,1,2
174021.0,43,2,1808.0,2,2,2
174027.0,19,6,4907.0,3,3,3
174101.0,13,6,4460.0,3,3,3
174103.0,77,2,1318.0,1,2,2
174301.0,53,2,2099.0,1,2,3
174303.0,2,5,3293.0,4,3,3
174305.0,8,1,1315.0,3,1,2
174306.0,44,1,568.0,2,1,1
174308.0,16,2,932.0,3,2,2
174315.0,77,1,599.0,1,1,1
174316.0,45,1,574.0,2,1,1
174401.0,51,1,696.0,2,1,1
175001.0,3,24,21209.0,4,4,4
175002.0,28,2,1881.0,2,2,2
175005.0,3,7,4079.0,4,3,3
175008.0,36,4,3521.0,2,3,3
175012.0,63,1,459.0,1,1,1
175015.0,34,4,3106.0,2,3,3
175016.0,11,2,1547.0,3,2,2
175018.0,9,4,3803.0,3,3,3
175019.0,2,2,1368.0,4,2,2
175021.0,27,2,1712.0,2,2,2
175023.0,20,1,771.0,3,1,1
175024.0,15,4,3935.0,3,3,3
175025.0,64,1,521.0,1,1,1
175027.0,34,2,1172.0,2,2,2
175028.0,89,1,930.0,1,1,2
175033.0,82,2,1152.0,1,2,2
175034.0,86,1,1126.0,1,1,2
175045.0,51,1,449.0,2,1,1
175052.0,4,1,431.0,4,1,1
175101.0,4,14,9064.0,4,4,4
175103.0,33,3,2243.0,2,3,3
175105.0,6,1,799.0,4,1,1
175106.0,15,3,2663.0,3,3,3
175121.0,26,3,2011.0,2,3,3
175124.0,9,2,1219.0,3,2,2
175125.0,23,7,5062.0,2,3,3
175126.0,37,5,4097.0,2,3,3
175129.0,7,1,560.0,3,1,1
175131.0,37,7,5309.0,2,3,3
175136.0,5,1,1068.0,4,1,2
175138.0,20,3,2804.0,3,3,3
176001.0,14,10,8933.0,3,4,4
176022.0,17,1,349.0,3,1,1
176025.0,34,1,545.0,2,1,1
176029.0,50,2,1320.0,2,2,2
176031.0,5,1,759.0,4,1,1
176040.0,8,2,2630.0,3,2,3
176041.0,65,4,3227.0,1,3,3
176043.0,21,1,1163.0,2,1,2
176044.0,18,1,459.0,3,1,1
176047.0,15,3,1858.0,3,3,2
176048.0,89,1,999.0,1,1,2
176051.0,27,5,3337.0,2,3,3
176052.0,5,2,1389.0,4,2,2
176057.0,30,9,5117.0,2,4,3
176059.0,13,3,2155.0,3,3,3
176060.0,63,2,2771.0,1,2,3
176061.0,5,22,15320.0,4,4,4
176076.0,89,1,499.0,1,1,1
176081.0,8,3,2510.0,3,3,3
176082.0,57,1,597.0,1,1,1
176084.0,57,1,1111.0,1,1,2
176088.0,56,1,824.0,1,1,2
176092.0,6,2,846.0,4,2,2
176102.0,11,6,4088.0,3,3,3
176103.0,70,2,1381.0,1,2,2
176110.0,68,1,635.0,1,1,1
176115.0,70,1,1112.0,1,1,2
176125.0,46,1,696.0,2,1,1
176201.0,30,2,1348.0,2,2,2
176202.0,8,3,2443.0,3,3,3
176206.0,2,4,3051.0,4,3,3
176207.0,67,2,1812.0,1,2,2
176208.0,2,3,1431.0,4,3,2
176209.0,88,1,1245.0,1,1,2
176215.0,6,14,9101.0,4,4,4
176216.0,52,1,543.0,1,1,1
176218.0,86,1,1138.0,1,1,2
176219.0,5,3,1903.0,4,3,2
176302.0,11,2,1814.0,3,2,2
176304.0,46,3,1587.0,2,3,2
176305.0,29,2,1355.0,2,2,2
176310.0,7,20,13225.0,3,4,4
176314.0,18,11,5599.0,3,4,3
176402.0,56,1,329.0,1,1,1
176403.0,88,1,567.0,1,1,1
177001.0,4,10,8077.0,4,4,4
177005.0,15,3,2392.0,3,3,3
177020.0,3,2,1698.0,4,2,2
177022.0,30,1,517.0,2,1,1
177025.0,14,1,771.0,3,1,1
177027.0,69,1,487.0,1,1,1
177033.0,9,3,2427.0,3,3,3
177101.0,5,5,4808.0,4,3,3
177106.0,77,1,1126.0,1,1,2
177108.0,12,1,431.0,3,1,1
177109.0,28,1,641.0,2,1,1
177113.0,77,1,725.0,1,1,1
177201.0,2,3,1492.0,4,3,2
177204.0,61,2,1112.0,1,2,2
177209.0,68,1,399.0,1,1,1
177210.0,82,1,399.0,1,1,1
180001.0,5,29,19077.0,4,4,4
180002.0,1,23,15039.0,4,4,4
180003.0,9,6,4806.0,3,3,3
180004.0,6,31,23536.0,4,4,4
180005.0,1,25,19913.0,4,4,4
180006.0,10,5,2887.0,3,3,3
180007.0,10,15,9984.0,3,4,4
180009.0,6,1,423.0,4,1,1
180010.0,27,12,8226.0,2,4,4
180011.0,10,8,4728.0,3,3,3
180012.0,18,7,6677.0,3,3,4
180013.0,2,16,9131.0,4,4,4
180015.0,23,7,3906.0,2,3,3
180016.0,7,1,693.0,3,1,1
180019.0,31,2,1300.0,2,2,2
180020.0,10,3,1896.0,3,3,2
181101.0,21,12,9247.0,2,4,4
181102.0,24,4,3145.0,2,3,3
181111.0,56,1,399.0,1,1,1
181121.0,12,4,3113.0,3,3,3
181122.0,66,2,1590.0,1,2,2
181123.0,3,16,9623.0,4,4,4
181124.0,61,1,1186.0,1,1,2
181131.0,62,1,1163.0,1,1,2
181132.0,11,8,5620.0,3,3,3
181133.0,72,2,1487.0,1,2,2
181141.0,85,1,759.0,1,1,1
181143.0,4,3,1693.0,4,3,2
181152.0,50,4,2649.0,2,3,3
181201.0,24,6,3452.0,2,3,3
181202.0,19,2,1361.0,3,2,2
181205.0,14,5,4160.0,3,3,3
181206.0,2,2,1022.0,4,2,2
181221.0,3,5,4305.0,4,3,3
182101.0,5,17,11421.0,4,4,4
182121.0,17,6,4990.0,3,3,3
182128.0,84,2,1576.0,1,2,2
182141.0,3,1,376.0,4,1,1
182202.0,4,1,1031.0,4,1,2
182222.0,53,3,1789.0,1,3,2
182301.0,1,11,8521.0,4,4,4
182311.0,76,1,496.0,1,1,1
182312.0,57,1,339.0,1,1,1
182320.0,28,1,1299.0,2,1,2
184101.0,4,9,7016.0,4,4,4
