CustomerID,Recency,Frequency,Monetary
122503.0,16,9,6809.0
122505.0,3,60,45759.0
122506.0,23,3,1552.0
123001.0,7,9,8938.0
123021.0,57,2,891.0
123023.0,33,1,1099.0
123027.0,56,3,2038.0
123028.0,31,2,1464.0
123029.0,20,10,13703.0
123106.0,41,13,10555.0
123302.0,18,1,663.0
123303.0,73,1,1099.0
123401.0,1,45,36247.0
123411.0,41,2,1445.0
123501.0,25,3,1799.0
123506.0,51,1,1152.0
124001.0,7,63,46673.0
124021.0,51,1,435.0
124103.0,4,11,8032.0
124104.0,77,1,788.0
124105.0,54,2,1583.0
124106.0,71,3,2241.0
124108.0,86,1,499.0
124112.0,15,2,1821.0
124146.0,22,1,635.0
124201.0,4,2,1465.0
124303.0,59,1,540.0
124507.0,6,38,27495.0
125001.0,14,38,31789.0
125004.0,31,1,625.0
125005.0,20,7,6145.0
125006.0,33,2,1726.0
125033.0,2,7,5054.0
125039.0,61,1,399.0
125047.0,78,1,517.0
125050.0,13,12,11473.0
125051.0,19,2,1128.0
125052.0,79,1,744.0
125055.0,14,15,9922.0
125058.0,39,1,487.0
125076.0,10,1,376.0
125102.0,9,1,595.0
125104.0,56,2,2638.0
125120.0,7,3,1730.0
125121.0,5,3,1759.0
125133.0,10,2,1511.0
125201.0,42,1,1684.0
126102.0,9,17,13113.0
126112.0,7,2,1585.0
126116.0,2,3,2197.0
127020.0,12,2,2065.0
127021.0,7,9,6660.0
127025.0,89,1,379.0
127029.0,34,1,517.0
127030.0,74,1,1314.0
127031.0,38,2,2426.0
127032.0,71,1,788.0
127306.0,8,3,1924.0
131001.0,4,82,58108.0
131021.0,29,5,3593.0
131023.0,21,5,4305.0
131027.0,4,2,949.0
131028.0,32,7,4348.0
131029.0,5,11,8554.0
131101.0,1,4,2543.0
131103.0,58,1,545.0
131301.0,1,5,4180.0
131305.0,3,2,1557.0
132001.0,10,52,42374.0
132039.0,8,2,1033.0
132041.0,56,2,2129.0
132101.0,9,2,1518.0
132103.0,1,65,40191.0
132104.0,74,1,517.0
132114.0,34,2,1748.0
132116.0,55,2,1909.0
132117.0,39,3,1590.0
132140.0,11,6,4857.0
133001.0,2,41,28619.0
133006.0,67,1,968.0
133103.0,61,1,824.0
133104.0,1,2,1207.0
133201.0,38,1,1349.0
133202.0,53,1,735.0
133203.0,62,2,1743.0
133207.0,23,2,974.0
133302.0,22,8,5949.0
134003.0,25,18,15521.0
134007.0,12,5,3230.0
134102.0,7,6,3638.0
134103.0,39,1,382.0
134107.0,2,8,6524.0
134109.0,2,45,40355.0
134112.0,8,12,11543.0
134113.0,4,15,12296.0
134114.0,6,8,8085.0
134116.0,4,22,15392.0
134117.0,1,11,7031.0
134118.0,4,1,859.0
134202.0,54,1,308.0
135001.0,5,22,22726.0
135003.0,2,12,11513.0
135102.0,28,2,889.0
135103.0,13,1,376.0
135133.0,3,4,3150.0
136021.0,25,1,491.0
136027.0,10,14,9419.0
136042.0,70,2,1411.0
136118.0,2,31,21620.0
136119.0,39,2,1017.0
136128.0,6,5,4254.0
136129.0,27,2,1447.0
136131.0,57,1,376.0
136132.0,46,2,781.0
136135.0,16,5,4568.0
140001.0,2,15,9251.0
140101.0,43,1,591.0
140103.0,48,4,2632.0
140112.0,86,1,349.0
140113.0,9,3,1477.0
140117.0,85,1,563.0
140118.0,17,7,7734.0
140124.0,5,3,2258.0
140126.0,45,3,1733.0
140301.0,1,103,75658.0
140306.0,8,5,3216.0
140307.0,5,18,12317.0
140308.0,2,21,15635.0
140401.0,30,10,6875.0
140406.0,18,3,2113.0
140412.0,5,2,1708.0
140413.0,87,2,1197.0
140501.0,74,2,886.0
140507.0,2,19,11768.0
140601.0,58,1,1257.0
140603.0,2,103,74073.0
140604.0,14,10,7828.0
140901.0,15,9,5613.0
141001.0,1,55,40345.0
141002.0,13,16,10434.0
141003.0,3,26,17205.0
141004.0,30,4,2199.0
141007.0,11,7,5082.0
141008.0,13,9,7155.0
141010.0,8,7,4878.0
141012.0,5,16,13155.0
141013.0,4,15,10051.0
141015.0,7,6,3336.0
141016.0,42,1,988.0
141104.0,86,1,1228.0
141105.0,48,1,517.0
141106.0,61,2,1158.0
141109.0,2,2,1652.0
141112.0,3,4,2551.0
141114.0,14,4,2921.0
141115.0,10,3,2043.0
141116.0,22,2,763.0
141120.0,49,1,545.0
141123.0,68,2,785.0
141124.0,2,1,377.0
141401.0,1,11,6662.0
141415.0,17,1,380.0
141419.0,21,1,562.0
141421.0,27,3,3724.0
142001.0,23,10,6338.0
142021.0,17,2,928.0
142022.0,5,15,10056.0
142026.0,5,8,3371.0
142027.0,11,1,693.0
142029.0,78,1,399.0
142032.0,26,1,351.0
142043.0,70,3,2232.0
142044.0,85,1,399.0
142047.0,35,2,727.0
142053.0,76,1,1335.0
142054.0,12,1,1442.0
143001.0,1,110,79136.0
143002.0,32,3,1390.0
143003.0,67,1,744.0
143006.0,38,2,1103.0
143008.0,16,2,1144.0
143102.0,13,4,2446.0
143105.0,27,6,4340.0
143107.0,10,1,550.0
143109.0,27,1,376.0
143112.0,13,2,1501.0
143115.0,75,4,2183.0
143116.0,21,2,1383.0
143201.0,80,3,2012.0
143202.0,24,1,517.0
143204.0,2,2,1688.0
143303.0,37,1,382.0
143401.0,12,4,4070.0
143411.0,35,1,545.0
143416.0,10,3,1237.0
143505.0,6,9,5778.0
143512.0,36,2,1090.0
143514.0,34,2,1703.0
143516.0,7,5,2295.0
143519.0,3,2,2443.0
143521.0,8,15,9787.0
143528.0,9,2,1056.0
143530.0,1,7,4349.0
143531.0,5,8,6240.0
143532.0,64,1,299.0
143533.0,67,1,744.0
143534.0,49,1,435.0
143601.0,84,1,353.0
143602.0,22,1,1075.0
143606.0,31,1,382.0
144001.0,6,60,41115.0
144002.0,30,6,3699.0
144003.0,9,19,13286.0
144004.0,26,11,7846.0
144005.0,13,17,13421.0
144006.0,72,1,1299.0
144007.0,8,4,2270.0
144008.0,50,12,11938.0
144009.0,42,3,2216.0
144012.0,52,2,2040.0
144013.0,90,1,958.0
144014.0,55,1,496.0
144021.0,8,2,1540.0
144022.0,3,27,27918.0
144023.0,55,1,788.0
144024.0,41,2,822.0
144026.0,13,3,2957.0
144030.0,9,1,1447.0
144031.0,54,1,435.0
144032.0,36,2,1035.0
144039.0,26,1,852.0
144040.0,9,10,6404.0
144043.0,75,1,599.0
144101.0,57,1,832.0
144102.0,18,7,7867.0
144106.0,67,2,1159.0
144201.0,14,1,475.0
144204.0,14,3,1551.0
144205.0,11,7,4126.0
144207.0,42,1,1099.0
144211.0,24,4,3658.0
144216.0,21,2,1249.0
144221.0,53,2,1841.0
144301.0,55,1,562.0
144302.0,69,1,1565.0
144305.0,4,1,458.0
144401.0,4,13,8461.0
144402.0,23,2,1345.0
144405.0,24,11,8383.0
144407.0,73,2,6312.0
144409.0,85,1,646.0
144410.0,41,5,3557.0
144411.0,80,1,1149.0
144416.0,52,1,545.0
144418.0,81,2,1198.0
144505.0,33,1,459.0
144507.0,36,1,471.0
144513.0,50,1,825.0
144514.0,15,7,4321.0
144517.0,30,1,545.0
144521.0,75,4,1600.0
144522.0,89,1,1166.0
144523.0,32,1,590.0
144524.0,34,1,629.0
144527.0,30,6,4189.0
144529.0,66,1,696.0
144532.0,71,1,442.0
144601.0,7,10,6937.0
144602.0,30,3,1571.0
144621.0,31,4,5293.0
144626.0,3,3,1961.0
144628.0,9,1,460.0
144629.0,2,1,599.0
144630.0,23,2,2512.0
144701.0,43,1,591.0
144702.0,12,2,871.0
144801.0,22,1,376.0
144819.0,6,1,1360.0
145001.0,2,38,31813.0
145023.0,8,5,4971.0
145024.0,30,2,1114.0
145025.0,46,2,1435.0
145026.0,80,1,969.0
145101.0,76,2,1599.0
146001.0,3,17,10196.0
146105.0,1,1,1399.0
146107.0,35,1,399.0
146111.0,81,1,567.0
146113.0,88,1,328.0
147001.0,16,66,42773.0
147002.0,13,16,12735.0
147003.0,59,4,1937.0
147004.0,78,1,751.0
147006.0,73,3,2370.0
147101.0,7,2,1766.0
147103.0,41,2,677.0
147105.0,82,1,744.0
147201.0,9,6,4648.0
147301.0,15,4,3311.0
148001.0,4,11,9504.0
148023.0,15,4,3016.0
148028.0,10,5,3959.0
148031.0,58,1,801.0
148035.0,80,1,682.0
148101.0,5,5,3889.0
148109.0,61,1,568.0
151001.0,4,45,32836.0
151004.0,34,3,2097.0
151005.0,84,1,788.0
151102.0,23,1,648.0
151103.0,7,4,2636.0
151201.0,5,2,1300.0
151202.0,57,1,357.0
151203.0,11,7,4800.0
151204.0,16,2,1539.0
151208.0,38,2,1136.0
151212.0,30,1,764.0
151301.0,39,5,2424.0
151302.0,34,2,2071.0
151502.0,14,1,533.0
151505.0,81,1,1186.0
152001.0,34,6,3694.0
152002.0,15,8,5682.0
152003.0,18,1,457.0
152004.0,31,1,825.0
152021.0,52,2,1624.0
152022.0,4,2,1038.0
152024.0,71,1,715.0
152026.0,22,3,2057.0
152107.0,2,5,3165.0
152113.0,54,1,471.0
152116.0,13,7,5185.0
152123.0,45,3,2894.0
160001.0,47,2,1631.0
160002.0,7,12,8576.0
160003.0,21,3,2224.0
160004.0,69,1,399.0
160008.0,41,2,1170.0
160009.0,14,5,3613.0
160011.0,11,5,3013.0
160012.0,20,2,1514.0
160014.0,20,9,4658.0
160015.0,6,8,7173.0
160016.0,54,3,1910.0
160017.0,25,2,1724.0
160018.0,4,4,2737.0
160019.0,2,11,7282.0
160020.0,3,9,6619.0
160022.0,1,32,23844.0
160023.0,9,13,8752.0
160030.0,32,11,7916.0
160035.0,80,1,399.0
160036.0,4,58,42598.0
160043.0,35,3,2185.0
160047.0,6,63,47873.0
160054.0,44,1,301.0
160055.0,6,31,22087.0
160059.0,8,18,12660.0
160061.0,30,2,1893.0
160062.0,7,46,34604.0
160063.0,38,2,1561.0
160064.0,51,2,1495.0
160065.0,9,1,771.0
160066.0,56,1,422.0
160071.0,4,25,20839.0
160101.0,1,18,11017.0
160103.0,10,12,8184.0
160104.0,2,23,17456.0
171001.0,2,15,10990.0
171002.0,5,8,5930.0
171003.0,14,8,6885.0
171004.0,16,11,8258.0
171005.0,4,23,19351.0
171006.0,11,13,10637.0
171007.0,19,1,525.0
171009.0,7,33,30282.0
171010.0,65,1,654.0
171011.0,47,5,3798.0
171012.0,54,2,1917.0
171013.0,2,4,2936.0
171102.0,34,5,3318.0
171206.0,12,2,2150.0
171207.0,15,2,1112.0
171209.0,54,4,2467.0
171218.0,56,1,597.0
171219.0,7,2,1594.0
171222.0,82,1,574.0
171301.0,62,1,725.0
172001.0,8,12,10664.0
172002.0,68,1,969.0
172023.0,61,1,399.0
172026.0,75,1,249.0
172030.0,81,1,788.0
172031.0,63,1,560.0
172033.0,7,1,471.0
172107.0,16,2,1298.0
172201.0,65,1,368.0
173001.0,4,19,16814.0
173021.0,75,1,563.0
173025.0,19,15,10596.0
173030.0,79,1,357.0
173101.0,83,1,368.0
173202.0,50,2,1751.0
173204.0,40,1,666.0
173205.0,10,9,5739.0
173208.0,12,1,1115.0
173209.0,50,2,924.0
173211.0,62,3,1943.0
173212.0,3,24,18384.0
173213.0,8,2,1545.0
173214.0,33,2,2712.0
173220.0,2,3,2205.0
173221.0,26,1,1199.0
173223.0,22,2,991.0
173229.0,85,1,1173.0
173230.0,31,2,1492.0
173234.0,60,2,1708.0
174001.0,12,7,6020.0
174002.0,79,1,487.0
174013.0,55,1,832.0
174021.0,43,2,1808.0
174027.0,19,6,4907.0
174101.0,13,6,4460.0
174103.0,77,2,1318.0
174301.0,53,2,2099.0
174303.0,2,5,3293.0
174305.0,8,1,1315.0
174306.0,44,1,568.0
174308.0,16,2,932.0
174315.0,77,1,599.0
174316.0,45,1,574.0
174401.0,51,1,696.0
175001.0,3,24,21209.0
175002.0,28,2,1881.0
175005.0,3,7,4079.0
175008.0,36,4,3521.0
175012.0,63,1,459.0
175015.0,34,4,3106.0
175016.0,11,2,1547.0
175018.0,9,4,3803.0
175019.0,2,2,1368.0
175021.0,27,2,1712.0
175023.0,20,1,771.0
175024.0,15,4,3935.0
175025.0,64,1,521.0
175027.0,34,2,1172.0
175028.0,89,1,930.0
175033.0,82,2,1152.0
175034.0,86,1,1126.0
175045.0,51,1,449.0
175052.0,4,1,431.0
175101.0,4,14,9064.0
175103.0,33,3,2243.0
175105.0,6,1,799.0
175106.0,15,3,2663.0
175121.0,26,3,2011.0
175124.0,9,2,1219.0
175125.0,23,7,5062.0
175126.0,37,5,4097.0
175129.0,7,1,560.0
175131.0,37,7,5309.0
175136.0,5,1,1068.0
175138.0,20,3,2804.0
176001.0,14,10,8933.0
176022.0,17,1,349.0
176025.0,34,1,545.0
176029.0,50,2,1320.0
176031.0,5,1,759.0
176040.0,8,2,2630.0
176041.0,65,4,3227.0
176043.0,21,1,1163.0
176044.0,18,1,459.0
176047.0,15,3,1858.0
176048.0,89,1,999.0
176051.0,27,5,3337.0
176052.0,5,2,1389.0
176057.0,30,9,5117.0
176059.0,13,3,2155.0
176060.0,63,2,2771.0
176061.0,5,22,15320.0
176076.0,89,1,499.0
176081.0,8,3,2510.0
176082.0,57,1,597.0
176084.0,57,1,1111.0
176088.0,56,1,824.0
176092.0,6,2,846.0
176102.0,11,6,4088.0
176103.0,70,2,1381.0
176110.0,68,1,635.0
176115.0,70,1,1112.0
176125.0,46,1,696.0
176201.0,30,2,1348.0
176202.0,8,3,2443.0
176206.0,2,4,3051.0
176207.0,67,2,1812.0
176208.0,2,3,1431.0
176209.0,88,1,1245.0
176215.0,6,14,9101.0
176216.0,52,1,543.0
176218.0,86,1,1138.0
176219.0,5,3,1903.0
176302.0,11,2,1814.0
176304.0,46,3,1587.0
176305.0,29,2,1355.0
176310.0,7,20,13225.0
176314.0,18,11,5599.0
176402.0,56,1,329.0
176403.0,88,1,567.0
177001.0,4,10,8077.0
177005.0,15,3,2392.0
177020.0,3,2,1698.0
177022.0,30,1,517.0
177025.0,14,1,771.0
177027.0,69,1,487.0
177033.0,9,3,2427.0
177101.0,5,5,4808.0
177106.0,77,1,1126.0
177108.0,12,1,431.0
177109.0,28,1,641.0
177113.0,77,1,725.0
177201.0,2,3,1492.0
177204.0,61,2,1112.0
177209.0,68,1,399.0
177210.0,82,1,399.0
180001.0,5,29,19077.0
180002.0,1,23,15039.0
180003.0,9,6,4806.0
180004.0,6,31,23536.0
180005.0,1,25,19913.0
180006.0,10,5,2887.0
180007.0,10,15,9984.0
180009.0,6,1,423.0
180010.0,27,12,8226.0
180011.0,10,8,4728.0
180012.0,18,7,6677.0
180013.0,2,16,9131.0
180015.0,23,7,3906.0
180016.0,7,1,693.0
180019.0,31,2,1300.0
180020.0,10,3,1896.0
181101.0,21,12,9247.0
181102.0,24,4,3145.0
181111.0,56,1,399.0
181121.0,12,4,3113.0
181122.0,66,2,1590.0
181123.0,3,16,9623.0
181124.0,61,1,1186.0
181131.0,62,1,1163.0
181132.0,11,8,5620.0
181133.0,72,2,1487.0
181141.0,85,1,759.0
181143.0,4,3,1693.0
181152.0,50,4,2649.0
181201.0,24,6,3452.0
181202.0,19,2,1361.0
181205.0,14,5,4160.0
181206.0,2,2,1022.0
181221.0,3,5,4305.0
182101.0,5,17,11421.0
182121.0,17,6,4990.0
182128.0,84,2,1576.0
182141.0,3,1,376.0
182202.0,4,1,1031.0
182222.0,53,3,1789.0
182301.0,1,11,8521.0
182311.0,76,1,496.0
182312.0,57,1,339.0
182320.0,28,1,1299.0
184101.0,4,9,7016.0
184102.0,83,2,1262.0
184104.0,73,4,3996.0
184120.0,17,9,8864.0
184121.0,5,6,4260.0
184142.0,26,2,2172.0
184151.0,31,1,1186.0
184152.0,20,2,1481.0
185152.0,46,2,1779.0
185153.0,23,2,1134.0
185211.0,85,1,399.0
185234.0,14,1,664.0
190001.0,15,22,17634.0
190002.0,25,6,3934.0
190003.0,4,11,7826.0
190004.0,26,4,2909.0
190005.0,18,6,5013.0
190006.0,12,8,4081.0
190007.0,25,5,2450.0
190008.0,14,6,5255.0
190009.0,10,1,671.0
190010.0,11,4,2890.0
190011.0,10,13,12310.0
190012.0,19,22,19273.0
190014.0,40,3,2569.0
190015.0,3,14,10593.0
190017.0,3,2,1414.0
190018.0,2,5,4918.0
190019.0,22,6,6301.0
190020.0,64,4,2118.0
190021.0,82,1,362.0
190023.0,4,6,4602.0
191101.0,71,1,548.0
191111.0,3,5,3726.0
191121.0,35,2,1512.0
191201.0,23,2,1729.0
192101.0,10,6,4867.0
192121.0,57,2,1995.0
192122.0,65,1,968.0
192124.0,3,2,1670.0
192231.0,11,7,9620.0
192301.0,3,2,784.0
192303.0,16,3,3033.0
192306.0,27,1,475.0
193101.0,48,4,2645.0
193201.0,55,1,859.0
193302.0,49,1,318.0
193401.0,16,3,2383.0
194101.0,2,54,51683.0
194104.0,23,5,5106.0
194201.0,82,2,1881.0
201001.0,2,88,59486.0
201002.0,1,89,57601.0
201003.0,4,22,15004.0
201004.0,15,3,2001.0
201005.0,6,120,83286.0
201007.0,3,26,18125.0
201008.0,14,5,3424.0
201009.0,1,168,117914.0
201010.0,1,167,127515.0
201011.0,6,54,41966.0
201012.0,1,94,70968.0
201013.0,2,29,20736.0
201014.0,2,250,188041.0
201015.0,43,3,1736.0
201016.0,2,99,69326.0
201017.0,1,74,55701.0
201019.0,6,1,545.0
201102.0,1,36,23564.0
201201.0,6,5,3524.0
201204.0,2,16,10042.0
201206.0,3,8,8157.0
201301.0,2,822,603141.0
201302.0,17,3,1824.0
201303.0,2,101,78193.0
201304.0,1,196,132547.0
201305.0,3,130,87393.0
201306.0,1,270,206732.0
201307.0,1,59,44518.0
201308.0,1,107,85798.0
201309.0,1,60,42667.0
201310.0,1,138,104857.0
201311.0,40,1,771.0
201312.0,54,4,3627.0
201313.0,70,1,345.0
201314.0,78,1,368.0
201318.0,7,8,7981.0
202001.0,3,69,54252.0
202002.0,16,21,16781.0
202122.0,77,1,825.0
202123.0,13,2,1115.0
202124.0,84,1,459.0
202137.0,1,7,4710.0
202138.0,67,1,579.0
202165.0,53,1,1249.0
202281.0,71,1,368.0
202410.0,3,1,665.0
203001.0,12,18,13234.0
203131.0,12,11,7116.0
203135.0,34,2,1036.0
203150.0,18,1,573.0
203155.0,77,1,725.0
203201.0,32,4,2465.0
203202.0,34,2,1371.0
203205.0,65,1,1186.0
203207.0,16,8,6377.0
203389.0,14,4,2163.0
203392.0,32,3,2649.0
203393.0,32,1,653.0
203394.0,11,3,1954.0
203408.0,66,1,476.0
203411.0,73,1,922.0
203412.0,72,1,463.0
204101.0,38,9,5448.0
204102.0,26,3,3803.0
204213.0,60,1,399.0
204214.0,67,1,353.0
204215.0,33,2,2604.0
204216.0,80,1,654.0
205001.0,6,14,10865.0
205121.0,53,2,1117.0
205253.0,56,1,649.0
205262.0,52,2,748.0
205264.0,58,1,1099.0
205265.0,33,3,2071.0
205301.0,69,1,1112.0
206001.0,22,16,9210.0
206002.0,28,2,1690.0
206121.0,6,3,2127.0
206122.0,20,6,4425.0
206127.0,25,1,999.0
206128.0,74,1,487.0
206129.0,81,1,788.0
206130.0,22,11,8346.0
206242.0,28,4,3166.0
206243.0,68,1,376.0
206244.0,5,16,13192.0
206301.0,43,1,1523.0
207001.0,10,6,4574.0
207123.0,25,5,2499.0
207242.0,3,5,2943.0
207243.0,5,2,1703.0
207245.0,31,1,999.0
207246.0,25,1,495.0
207247.0,22,4,3467.0
208001.0,4,55,53225.0
208002.0,4,31,21323.0
208003.0,10,4,2346.0
208004.0,15,6,4457.0
208005.0,11,14,10022.0
208006.0,27,4,2429.0
208007.0,3,21,16339.0
208008.0,11,2,772.0
208009.0,13,4,2577.0
208010.0,25,10,8264.0
208011.0,6,40,28980.0
208012.0,9,19,17446.0
208013.0,3,10,6223.0
208014.0,1,16,9829.0
208015.0,20,11,6823.0
208016.0,7,15,9667.0
208017.0,3,33,25106.0
208019.0,2,11,6833.0
208020.0,2,12,10490.0
208021.0,15,15,10259.0
208022.0,6,15,10896.0
208023.0,17,6,4282.0
208024.0,2,10,7824.0
208025.0,8,28,21522.0
208026.0,14,9,5294.0
208027.0,3,33,24677.0
209101.0,34,3,1396.0
209111.0,75,1,1149.0
209202.0,50,1,345.0
209206.0,18,3,1231.0
209217.0,55,5,3575.0
209301.0,72,1,399.0
209302.0,50,2,1288.0
209303.0,16,2,1824.0
209311.0,90,1,729.0
209312.0,8,1,973.0
209502.0,57,3,1771.0
209504.0,35,1,721.0
209601.0,7,7,6504.0
209625.0,6,15,11753.0
209651.0,86,1,426.0
209721.0,33,7,4629.0
209722.0,36,3,2728.0
209724.0,86,1,530.0
209727.0,37,3,1941.0
209732.0,10,9,6858.0
209745.0,9,1,471.0
209801.0,7,22,15197.0
209821.0,28,1,612.0
209841.0,66,1,1173.0
209859.0,42,3,1384.0
209861.0,55,3,1591.0
209863.0,53,2,2290.0
209864.0,61,1,685.0
209866.0,50,1,925.0
209867.0,5,2,1198.0
210001.0,1,19,14962.0
210121.0,17,1,895.0
210201.0,13,1,1075.0
210204.0,38,1,814.0
210205.0,28,7,7223.0
210301.0,8,6,4308.0
210424.0,46,1,1186.0
210427.0,6,7,5138.0
210431.0,4,2,593.0
210502.0,69,1,487.0
210504.0,61,1,517.0
210506.0,13,2,2458.0
210507.0,51,1,487.0
211001.0,7,48,32641.0
211002.0,1,51,37445.0
211003.0,3,37,27925.0
211004.0,7,18,13521.0
211006.0,1,25,18602.0
211007.0,30,4,2324.0
211008.0,12,28,20758.0
211011.0,7,17,12679.0
211012.0,4,12,10467.0
211013.0,1,9,7109.0
211016.0,5,19,14107.0
211019.0,5,26,21974.0
212104.0,87,1,772.0
212107.0,40,2,2649.0
212109.0,55,1,1065.0
212201.0,62,2,1772.0
212206.0,76,1,685.0
212207.0,89,1,449.0
212301.0,75,1,699.0
212306.0,76,1,319.0
212402.0,76,2,2298.0
212404.0,51,5,3987.0
212601.0,1,15,10735.0
212631.0,71,2,1137.0
212635.0,2,2,1869.0
212653.0,38,1,771.0
212657.0,16,1,790.0
212659.0,69,1,885.0
212664.0,89,1,449.0
212665.0,27,1,568.0
221001.0,8,42,27292.0
221002.0,1,45,34838.0
221003.0,6,26,23674.0
221004.0,12,8,4872.0
221005.0,2,72,58191.0
221007.0,2,24,16991.0
221008.0,16,2,1294.0
221010.0,6,51,39760.0
221011.0,2,14,8348.0
221103.0,39,2,1775.0
221104.0,23,2,1834.0
221106.0,9,15,12978.0
221108.0,11,5,3807.0
221109.0,5,6,4265.0
221112.0,78,1,414.0
221201.0,71,1,499.0
221204.0,35,1,435.0
221303.0,6,1,782.0
221304.0,16,2,895.0
221314.0,29,2,2514.0
221401.0,15,8,5403.0
221403.0,9,1,654.0
221404.0,88,1,481.0
221405.0,65,5,3437.0
221406.0,71,1,657.0
221409.0,38,3,1291.0
221505.0,3,2,1270.0
221507.0,81,1,1065.0
221508.0,67,1,759.0
221602.0,41,1,1338.0
221603.0,47,2,2698.0
221709.0,87,2,832.0
221712.0,6,5,4156.0
221713.0,7,2,2212.0
221715.0,75,4,5210.0
221716.0,47,1,1523.0
222001.0,8,15,7309.0
222002.0,29,6,3988.0
222125.0,61,1,759.0
222131.0,79,1,788.0
222136.0,86,1,399.0
222138.0,26,2,1068.0
222141.0,70,1,654.0
222143.0,77,1,459.0
222144.0,74,1,357.0
222146.0,89,1,427.0
222202.0,64,1,788.0
222302.0,88,1,599.0
222303.0,81,2,3071.0
223101.0,86,2,1346.0
223221.0,53,1,782.0
223222.0,24,1,650.0
223223.0,82,1,387.0
223224.0,35,1,345.0
223225.0,90,1,449.0
223227.0,69,1,1140.0
224001.0,12,48,34183.0
224120.0,76,1,725.0
224121.0,72,3,4290.0
224122.0,3,10,9880.0
224123.0,65,4,3155.0
224129.0,42,1,771.0
224135.0,22,1,537.0
224143.0,13,1,899.0
224147.0,70,1,696.0
224149.0,25,2,984.0
224152.0,45,1,441.0
224168.0,72,2,798.0
